"","id","status","address","address_google","location_type","pnt"
"1592",1481,"OK","Talisay (NO)","Talisay, Cebu, Philippines","APPROXIMATE",c(123.8392335, 10.2524493)
"1595",1482,"OK","Talisayan","Talisayan, Misamis Oriental, Philippines","APPROXIMATE",c(124.8955195, 8.9580214)
"1596",1483,"OK","Talitay","Sultan Sumagka, Cotabato, Philippines","APPROXIMATE",c(124.705278, 6.996667)
"1597",1484,"OK","Talugtug","Talugtug, Nueva Ecija, Philippines","APPROXIMATE",c(120.8154358, 15.7698001)
"1598",1485,"OK","Talusan","Talusan, Zamboanga Sibugay, Philippines","APPROXIMATE",c(122.8874067, 7.3350289)
"1599",1486,"OK","Tambulig","Tambulig, Zamboanga del Sur, Philippines","APPROXIMATE",c(123.5392081, 8.0625813)
"1600",1487,"OK","Tampakan","Tampakan, South Cotabato, Philippines","APPROXIMATE",c(125.0828588, 6.4912111)
"1601",1488,"OK","Tamparan","Tamparan, Lanao del Sur, Philippines","APPROXIMATE",c(124.3365882, 7.8725206)
"1602",1489,"OK","Tampilisan","Tampilisan, Zamboanga del Norte, Philippines","APPROXIMATE",c(122.6616518, 7.9724826)
"1603",1490,"OK","Tanauan (BS)","Tanauan, Batangas, Philippines","APPROXIMATE",c(121.1476147, 14.0835445)
"1604",1491,"OK","Tanauan (LE)","Tanauan, Batangas, Philippines","APPROXIMATE",c(121.1476147, 14.0835445)
"1605",1492,"OK","Tanay","Tanay, Rizal, Philippines","APPROXIMATE",c(121.3312882, 14.5797053)
"1606",1493,"OK","Tandag","Tandag, Surigao del Sur, Philippines","APPROXIMATE",c(126.1588771, 9.1011711)
"1607",1494,"OK","Tandubas","Tandubas, Tawi-Tawi, Philippines","APPROXIMATE",c(120.2974199, 5.2074694)
"1608",1495,"OK","Tangalan","Tangalan, Aklan, Philippines","APPROXIMATE",c(122.2313539, 11.7461613)
"1609",1496,"OK","Tangcal","Tangcal, Lanao del Norte, Philippines","APPROXIMATE",c(123.997295, 7.9549843)
"1610",1497,"OK","Tangub","Tangub City, Misamis Occidental, Philippines","APPROXIMATE",c(123.6846987, 8.09592)
"1611",1498,"OK","Tanjay","Tanjay City, Negros Oriental, Philippines","APPROXIMATE",c(122.9663018, 9.4957882)
"1612",1499,"OK","Tantangan","Tantangan, South Cotabato, Philippines","APPROXIMATE",c(124.7608883, 6.5712051)
"1613",1500,"OK","Tanudan","Tanudan, Kalinga, Philippines","APPROXIMATE",c(121.2397438, 17.2625583)
"1614",1501,"OK","Tanza","Tanza, Cavite, Philippines","APPROXIMATE",c(120.8503144, 14.3429329)
"1615",1502,"OK","Tapaz","Tapaz, Capiz, Philippines","APPROXIMATE",c(122.4014193, 11.2979492)
"1616",1503,"OK","Taraka","Taraka, Lanao del Sur, Philippines","APPROXIMATE",c(124.3476909, 7.8992785)
"1617",1504,"OK","Tarangnan","Tarangnan, Samar, Philippines","APPROXIMATE",c(124.7887384, 11.9181321)
"1618",1505,"OK","Tarlac","Tarlac City, Tarlac, Philippines","APPROXIMATE",c(120.5963492, 15.4754786)
"1620",1506,"OK","Tarragona","Tarragona, Spain","APPROXIMATE",c(1.2444909, 41.1188827)
"1621",1507,"OK","Tayabas","Tayabas, 4327 Quezon, Philippines","APPROXIMATE",c(121.6532692, 14.0363869)
"1622",1508,"OK","Tayasan","Tayasan, Negros Oriental, Philippines","APPROXIMATE",c(123.1014056, 9.9441736)
"1623",1509,"OK","Taysan","Taysan, Batangas, Philippines","APPROXIMATE",c(121.2282958, 13.7610819)
"1624",1510,"OK","Taytay (PN)","Taytay, 1920 Rizal, Philippines","APPROXIMATE",c(121.1360819, 14.5585549)
"1625",1511,"OK","Taytay (RL)","Taytay, 1920 Rizal, Philippines","APPROXIMATE",c(121.1360819, 14.5585549)
"1626",1512,"OK","Tayug","Tayug, Pangasinan, Philippines","APPROXIMATE",c(120.7464897, 16.0108539)
"1627",1513,"OK","Tayum","Tayum, Abra, Philippines","APPROXIMATE",c(120.6775054, 17.6014831)
"1628",1514,"OK","Teresa","Teresa, Rizal, Philippines","APPROXIMATE",c(121.2225713, 14.5699776)
"1629",1515,"OK","Ternate","Ternate, Cavite, Philippines","APPROXIMATE",c(120.6775054, 14.2714485)
"1630",1516,"OK","Tiaong","Tiaong, Quezon, Philippines","APPROXIMATE",c(121.3392626, 13.9540912)
"1631",1517,"OK","Tibiao","Tibiao, Antique, Philippines","APPROXIMATE",c(122.0585226, 11.2953463)
"1632",1518,"OK","Tigaon","Tigaon, Camarines Sur, Philippines","APPROXIMATE",c(123.4879403, 13.61677)
"1633",1519,"OK","Tigbao","Tigbao, Zamboanga del Sur, Philippines","APPROXIMATE",c(123.2812562, 7.8332411)
"1634",1520,"OK","Tigbauan","Tigbauan, Iloilo, Philippines","APPROXIMATE",c(122.3787597, 10.7283347)
"1635",1521,"OK","Tinambac","Tinambac, Camarines Sur, Philippines","APPROXIMATE",c(123.3710571, 13.9042798)
"1636",1522,"OK","Tineg","Tineg, Abra, Philippines","APPROXIMATE",c(120.9417368, 17.8412338)
"1637",1523,"OK","Tinglayan","Tinglayan, Kalinga, Philippines","APPROXIMATE",c(121.1022942, 17.2440386)
"1638",1524,"OK","Tingloy","Tingloy, Batangas, Philippines","APPROXIMATE",c(120.8716962, 13.6605663)
"1639",1525,"OK","Tinoc","Tinoc, Ifugao, Philippines","APPROXIMATE",c(120.9748491, 16.7034987)
"1640",1526,"OK","Tipo-Tipo","Tipo-Tipo, Basilan, Philippines","APPROXIMATE",c(122.1632516, 6.5371624)
"1641",1527,"OK","Titay","Titay, Zamboanga Sibugay, Philippines","APPROXIMATE",c(122.593828, 7.8653419)
"1642",1528,"OK","Tiwi","Tiwi, Albay, Philippines","APPROXIMATE",c(123.6399562, 13.4612024)
"1643",1529,"OK","Tobias Fornier","Tobias Fornier, Antique, Philippines","APPROXIMATE",c(121.9700618, 10.4994417)
"1644",1530,"OK","Toboso","Toboso, Negros Occidental, Philippines","APPROXIMATE",c(123.5158609, 10.7168199)
"1645",1531,"OK","Toledo","Toledo City, Cebu, Philippines","APPROXIMATE",c(123.6502788, 10.3870103)
"1646",1532,"OK","Tolosa","Tolosa, Leyte, Philippines","APPROXIMATE",c(125.0278022, 11.0332911)
"1647",1533,"OK","Tomas Oppus","Tomas Oppus, Southern Leyte, Philippines","APPROXIMATE",c(124.9616867, 10.2746228)
"1648",1534,"OK","Torrijos","Torrijos, Marinduque, Philippines","APPROXIMATE",c(122.0155491, 13.3343452)
"1649",1535,"OK","Trece Martires","Trece Martires, Cavite, Philippines","APPROXIMATE",c(120.868383, 14.2822215)
"1650",1536,"OK","Trento","Trento, Agusan del Sur, Philippines","APPROXIMATE",c(126.2196853, 8.0525698)
"1652",1537,"OK","Trinidad","Trinidad and Tobago","APPROXIMATE",c(-61.222503, 10.691803)
"1653",1538,"OK","Tuao","Tuao, Cagayan, Philippines","APPROXIMATE",c(121.5038763, 17.699209)
"1654",1539,"ZERO_RESULTS","Tuba",NA,NA,c(NA, NA)
"1655",1540,"OK","Tubajon","Tubajon, Dinagat Islands, Philippines","APPROXIMATE",c(125.5767287, 10.2933735)
"1656",1541,"OK","Tubao","Tubao, La Union, Philippines","APPROXIMATE",c(120.4242401, 16.3558626)
"1657",1542,"OK","Tubaran","Tubaran, Lanao del Sur, Philippines","APPROXIMATE",c(124.0864133, 7.6870181)
"1658",1543,"OK","Tubay","Tubay, Agusan Del Norte, Philippines","APPROXIMATE",c(125.5548422, 9.2036187)
"1659",1544,"OK","Tubigon","Tubigon, Bohol, Philippines","APPROXIMATE",c(123.9638531, 9.9144971)
"1660",1545,"OK","Tublay","Tublay, Benguet, Philippines","APPROXIMATE",c(120.6314948, 16.5120921)
"1661",1546,"ZERO_RESULTS","Tubo",NA,NA,c(NA, NA)
"1662",1547,"OK","Tubod (LN)","Tubod, Lanao del Norte, Philippines","APPROXIMATE",c(123.8746152, 7.9942672)
"1663",1548,"OK","Tubod (SN)","Tubod, Lanao del Norte, Philippines","APPROXIMATE",c(123.8746152, 7.9942672)
"1664",1549,"OK","Tubungan","Tubungan, Iloilo, Philippines","APPROXIMATE",c(122.2767313, 10.7893861)
"1665",1550,"OK","Tuburan (CU)","Tuburan, Cebu, Philippines","APPROXIMATE",c(123.8634544, 10.7075816)
"1666",1551,"OK","Tudela (CU)","Tudela, Misamis Occidental, Philippines","APPROXIMATE",c(123.7629465, 8.2477423)
"1667",1552,"OK","Tudela (MC)","Tudela, Misamis Occidental, Philippines","APPROXIMATE",c(123.7629465, 8.2477423)
"1668",1553,"OK","Tugaya","Tugaya, Lanao del Sur, Philippines","APPROXIMATE",c(124.1420679, 7.8951444)
"1669",1554,"OK","Tuguegarao","Tuguegarao, Cagayan, Philippines","APPROXIMATE",c(121.7270206, 17.6131813)
"1670",1555,"OK","Tukuran","Tukuran, Zamboanga del Sur, Philippines","APPROXIMATE",c(123.5392081, 7.9129547)
"1671",1556,"OK","Tulunan","Tulunan, Cotabato, Philippines","APPROXIMATE",c(124.994751, 6.786219)
"1673",1557,"OK","Tumauini","Tumauini, Isabela, Philippines","APPROXIMATE",c(121.8790306, 17.2770781)
"1674",1558,"OK","Tunga","Tunga, Leyte, Philippines","APPROXIMATE",c(124.7575059, 11.2476956)
"1675",1559,"OK","Tungawan","Tungawan, Zamboanga Sibugay, Philippines","APPROXIMATE",c(122.4014193, 7.590152)
"1676",1560,"OK","Tupi","Tupi, South Cotabato, Philippines","APPROXIMATE",c(124.9727096, 6.3384936)
"1677",1561,"OK","Turtle Islands","Turtle Islands, Tawi-Tawi, Philippines","APPROXIMATE",c(118.2526623, 6.2170025)
"1678",1562,"OK","Tuy","Tuy, Batangas, Philippines","APPROXIMATE",c(120.7283538, 14.0220752)
"1679",1563,"OK","Ubay","Ubay, Bohol, Philippines","APPROXIMATE",c(124.4483683, 9.9932029)
"1680",1564,"OK","Umingan","Umingan, Pangasinan, Philippines","APPROXIMATE",c(120.8269231, 15.9039605)
"1681",1565,"OK","Unisan","Unisan, Quezon, Philippines","APPROXIMATE",c(122.0155491, 13.8635134)
"1682",1566,"ZERO_RESULTS","Upi",NA,NA,c(NA, NA)
"1683",1567,"OK","Urbiztondo","Urbiztondo, Pangasinan, Philippines","APPROXIMATE",c(120.3320195, 15.8446544)
"1684",1568,"OK","Urdaneta","Urdaneta, Pangasinan, Philippines","APPROXIMATE",c(120.5706933, 15.9758027)
"1685",1569,"OK","Uson","Uson, Masbate, Philippines","APPROXIMATE",c(123.7741195, 12.1681478)
"1686",1570,"OK","Uyugan","Uyugan, Batanes, Philippines","APPROXIMATE",c(121.9529992, 20.3734287)
"1687",1571,"ZERO_RESULTS","Valderrama",NA,NA,c(NA, NA)
"1688",1572,"ZERO_RESULTS","Valencia (BK)",NA,NA,c(NA, NA)
"1689",1573,"OK","Valencia (BL)","Valencia Blvd, Florida 33470, USA","GEOMETRIC_CENTER",c(-80.3110513, 26.8024222)
"1699",1574,"OK","Valencia (NR)","Valencia, Spain","APPROXIMATE",c(-0.3762881, 39.4699075)
"1700",1575,"OK","Valenzuela","Valenzuela, Metro Manila, Philippines","APPROXIMATE",c(120.9830225, 14.7010556)
"1701",1576,"OK","Valladolid","Valladolid, Negros Occidental, Philippines","APPROXIMATE",c(122.8422959, 10.4689768)
"1704",1577,"OK","Vallehermoso","Vallehermoso, Negros Oriental, Philippines","APPROXIMATE",c(123.2924859, 10.3390548)
"1705",1578,"OK","Veruela","Veruela, Agusan del Sur, Philippines","APPROXIMATE",c(125.8934136, 8.0307198)
"1706",1579,"OK","Victoria (LA)","Victoria, LA 71457, USA","APPROXIMATE",c(-93.2254461, 31.6640563)
"1707",1580,"OK","Victoria (NS)","Victoria County, NS, Canada","APPROXIMATE",c(-60.6544954, 46.4866066)
"1709",1581,"ZERO_RESULTS","Victoria (OR)",NA,NA,c(NA, NA)
"1710",1582,"ZERO_RESULTS","Victoria (TC)",NA,NA,c(NA, NA)
"1711",1583,"OK","Victorias","Victorias City, Negros Occidental, Philippines","APPROXIMATE",c(123.0901539, 10.8698236)
"1712",1584,"OK","Viga","Viga, Catanduanes, Philippines","APPROXIMATE",c(124.3199316, 13.8465045)
"1713",1585,"OK","Vigan","Vigan City, Ilocos Sur, Philippines","APPROXIMATE",c(120.3873299, 17.5704898)
"1714",1586,"OK","Villaba","Villaba, Leyte, Philippines","APPROXIMATE",c(124.4278193, 11.2029531)
"1715",1587,"OK","Villanueva","Villanueva, Misamis Oriental, Philippines","APPROXIMATE",c(124.7851264, 8.5769534)
"1716",1588,"ZERO_RESULTS","Villareal",NA,NA,c(NA, NA)
"1717",1589,"OK","Villasis","Villasis, Pangasinan, Philippines","APPROXIMATE",c(120.5852756, 15.9060728)
"1718",1590,"OK","Villaverde","Villaverde, Nueva Vizcaya, Philippines","APPROXIMATE",c(121.1481284, 16.6061604)
"1719",1591,"OK","Villaviciosa","Villaviciosa, Abra, Philippines","APPROXIMATE",c(120.6545022, 17.3939539)
"1721",1592,"OK","Vincenzo A Sagun","Vincenzo A. Sagun, Zamboanga del Sur, Philippines","APPROXIMATE",c(123.1576444, 7.5173397)
"1722",1593,"OK","Vintar","Vintar, Ilocos Norte, Philippines","APPROXIMATE",c(120.7809676, 18.3141291)
"1723",1594,"OK","Vinzons","Vinzons, Camarines Norte, Philippines","APPROXIMATE",c(122.8874067, 14.2114459)
"1724",1595,"OK","Virac","Virac, Catanduanes, Philippines","APPROXIMATE",c(124.2065844, 13.5848627)
"1725",1596,"OK","Wao","Wao, Lanao del Sur, Philippines","APPROXIMATE",c(124.7077665, 7.6675967)
"1726",1597,"OK","Zamboanga","Zamboanga, Philippines","APPROXIMATE",c(122.0790267, 6.9214424)
"1727",1598,"OK","Zamboanguita","Zamboanguita, Negros Oriental, Philippines","APPROXIMATE",c(123.1463992, 9.1701181)
"1728",1599,"OK","Zaragoza","Zaragoza, Spain","APPROXIMATE",c(-0.8890853, 41.6488226)
"1729",1600,"OK","Zarraga","Zarraga, Iloilo, Philippines","APPROXIMATE",c(122.6164409, 10.8283042)
